rainfall_intensity_mmh,cumulative_24h_mm,slope_gradient_deg,dfsi_vulnerability_index,corrected_percent_flooded_area,drainage_factor,disrupted_label
6.6,39.12,25.3,0.369,3.46,1.0,0
5.25,48.37,33.6,0.155,1.53,0.5,0
3.35,39.03,18.7,0.424,1.23,1.0,0
5.49,43.99,17.4,0.089,4.31,0.2,0
7.85,22.53,34.3,0.435,1.66,0.2,0
36.28,105.21,48.1,0.636,14.03,0.2,1
23.6,146.11,31.1,0.276,8.98,0.2,1
16.84,58.25,29.5,0.12,0.17,0.8,0
18.69,135.47,45.3,0.389,0.42,0.2,1
5.36,49.61,24.9,0.349,3.06,1.0,0
9.11,59.04,24.9,0.292,0.1,0.8,0
19.16,120.42,43.1,0.481,2.24,0.2,1
4.24,44.11,34.8,0.183,1.97,0.2,0
27.74,159.65,17.0,0.373,4.04,0.5,1
4.57,14.34,35.5,0.587,2.21,0.5,0
7.81,53.44,39.7,0.289,0.62,0.2,0
10.52,79.51,25.9,0.372,0.75,0.2,0
25.56,141.46,28.8,0.318,1.83,0.8,1
2.38,10.96,23.5,0.546,1.08,0.5,0
11.65,47.65,34.5,0.554,6.99,0.5,1
6.25,24.08,35.2,0.592,25.0,0.8,1
2.66,15.54,18.0,0.5,5.91,0.8,0
12.74,75.52,35.5,0.416,1.52,0.2,0
6.83,34.84,35.1,0.362,2.38,0.8,0
9.19,25.23,15.7,0.463,2.29,0.2,0
3.31,27.73,32.7,0.399,9.59,0.2,0
5.58,48.33,34.0,0.393,3.49,0.5,0
8.17,21.78,29.9,0.297,4.77,0.8,0
4.41,48.53,42.9,0.153,1.44,1.0,0
1.88,5.77,27.4,0.295,0.18,0.5,0
27.72,102.32,17.9,0.487,0.95,0.5,1
6.09,49.61,35.4,0.236,0.61,0.5,0
11.25,45.8,33.8,0.389,2.29,1.0,1
4.5,44.66,49.0,0.624,3.1,0.8,1
3.73,46.59,24.6,0.389,0.77,0.8,0
4.44,36.38,29.1,0.389,1.96,0.5,0
4.47,25.72,30.6,0.577,2.79,0.8,0
6.68,58.42,41.2,0.192,1.27,0.2,0
6.66,55.76,29.6,0.25,2.04,0.5,0
5.84,34.13,38.2,0.788,0.06,1.0,1
1.23,23.95,22.0,0.602,1.94,0.2,0
5.83,42.01,29.5,0.508,3.82,0.8,0
1.57,16.35,22.0,0.65,2.46,1.0,0
1.15,36.68,45.5,0.288,3.17,1.0,1
22.93,133.28,22.8,0.573,5.68,1.0,1
7.89,63.73,29.7,0.089,23.52,0.2,1
9.16,62.74,18.7,0.125,2.06,1.0,0
4.37,18.79,43.9,0.348,0.71,0.8,0
20.37,118.47,34.2,0.534,14.48,1.0,1
8.64,61.86,46.4,0.278,1.28,1.0,1
12.46,65.84,16.2,0.741,1.15,0.8,1
3.91,35.85,22.7,0.224,7.73,1.0,0
27.36,177.46,28.7,0.51,8.49,0.5,1
14.6,72.76,34.2,0.217,1.56,0.8,1
16.35,83.57,27.4,0.118,3.96,0.5,0
1.61,3.84,36.4,0.661,4.45,0.8,0
2.69,5.47,22.4,0.375,2.81,1.0,0
2.86,39.14,33.7,0.579,3.46,0.8,0
2.69,35.61,29.2,0.211,1.69,0.5,0
16.44,72.04,31.7,0.469,4.66,0.2,1
0.28,27.0,33.0,0.267,8.41,0.5,0
0.67,2.02,17.4,0.529,7.61,0.2,0
2.72,79.63,44.0,0.607,6.41,1.0,1
1.9,47.96,38.6,0.541,0.64,0.8,0
2.24,42.43,30.2,0.246,5.48,0.2,0
13.59,60.5,32.5,0.164,0.68,0.5,0
7.04,33.43,15.5,0.625,6.08,0.5,0
0.05,0.64,31.5,0.089,1.48,1.0,0
4.77,46.19,29.8,0.308,0.56,1.0,0
4.45,21.0,28.6,0.044,4.94,0.8,0
1.03,11.07,39.5,0.397,2.38,0.5,0
9.58,36.83,23.0,0.652,3.04,0.8,0
10.29,51.27,22.8,0.689,7.47,0.5,1
10.85,66.33,32.0,0.096,1.73,0.5,0
11.08,58.74,35.8,0.573,1.24,1.0,1
0.0,26.86,14.6,0.189,1.93,0.5,0
26.16,133.26,32.5,0.147,3.8,0.5,1
14.31,143.62,26.6,0.619,0.97,0.2,1
19.92,111.9,37.7,0.597,6.02,0.8,1
0.13,1.59,30.8,0.408,8.15,0.8,0
23.09,165.23,40.2,0.59,9.18,1.0,1
14.11,80.72,29.2,0.711,3.64,0.2,1
15.43,58.72,39.9,0.296,10.59,0.2,1
0.83,1.88,36.6,0.45,0.55,0.2,0
11.41,63.11,40.0,0.211,3.12,0.5,0
27.34,147.84,39.4,0.658,2.25,0.5,1
9.65,43.24,31.2,0.717,14.88,0.5,1
7.18,59.32,28.4,0.845,0.36,1.0,1
24.75,100.06,38.0,0.335,1.94,0.8,1
4.97,55.79,28.3,0.365,0.68,0.8,0
7.77,69.62,19.1,0.658,1.66,0.8,0
5.5,32.49,41.1,0.113,7.78,0.5,0
22.96,114.28,29.2,0.255,0.97,0.8,1
0.67,7.05,21.1,0.281,2.59,0.5,0
5.91,81.86,34.8,0.604,0.87,0.8,1
9.87,33.69,42.4,0.49,14.72,0.8,1
13.34,85.01,41.2,0.452,0.3,0.5,1
7.44,31.69,32.7,0.672,7.19,0.2,0
20.37,117.93,19.0,0.05,10.22,1.0,1
24.2,187.88,36.0,0.261,5.72,0.5,1
0.57,15.76,33.9,0.454,1.75,0.5,0
4.38,54.92,23.9,0.51,1.92,0.8,0
0.2,17.04,42.9,0.611,0.12,0.2,0
3.4,51.18,18.9,0.317,0.82,1.0,0
6.54,31.32,28.6,0.79,10.12,0.2,1
20.54,99.61,19.3,0.567,4.94,0.8,1
15.93,121.83,43.4,0.062,3.04,0.8,1
1.16,14.11,15.7,0.544,17.58,0.8,0
0.83,66.25,29.8,0.816,5.44,0.2,1
7.56,51.48,41.2,0.331,3.62,0.2,0
6.46,43.54,25.2,0.638,2.77,0.8,0
2.63,16.7,19.9,0.255,2.38,0.8,0
19.53,113.26,20.8,0.755,7.36,1.0,1
22.29,63.62,29.3,0.747,2.5,1.0,1
4.38,60.37,29.9,0.584,2.18,0.2,0
18.79,90.45,36.6,0.171,1.0,0.5,1
4.12,39.76,24.8,0.718,3.86,0.8,0
11.35,70.57,36.2,0.469,0.12,0.2,0
5.49,39.18,51.1,0.195,1.11,0.2,0
1.11,5.95,41.3,0.328,2.83,0.2,0
22.36,76.7,34.5,0.364,1.41,0.8,1
5.15,41.89,44.9,0.822,2.74,0.8,1
11.27,94.78,49.3,0.482,1.03,0.2,1
3.89,9.08,33.0,0.253,7.44,1.0,0
0.16,13.62,25.9,0.204,0.45,0.5,0
0.9,0.0,43.5,0.168,0.95,1.0,0
5.83,23.2,40.6,0.493,2.36,0.8,0
9.95,80.6,18.8,0.583,2.19,0.8,1
3.46,45.5,44.7,0.633,4.23,0.5,1
10.11,44.41,28.4,0.133,4.66,1.0,0
10.2,50.09,27.3,0.647,4.06,0.8,1
10.35,62.6,27.8,0.074,3.86,0.5,0
5.77,66.11,27.2,0.199,2.27,0.2,0
20.94,151.14,31.8,0.371,2.25,0.2,1
5.71,46.88,33.2,0.548,0.35,1.0,1
5.09,45.33,29.8,0.489,0.01,1.0,0
1.89,4.82,29.5,0.684,7.32,0.5,0
3.13,32.06,37.1,0.747,0.04,0.5,0
0.37,52.83,11.7,0.114,9.02,0.8,0
8.53,79.24,45.3,0.099,0.89,0.5,0
2.43,29.09,36.5,0.469,3.13,0.5,0
3.08,38.81,36.3,0.225,10.15,1.0,1
12.52,57.39,29.7,0.815,1.83,0.5,1
3.37,31.88,46.6,0.356,6.21,0.5,0
2.36,34.77,10.5,0.297,3.28,1.0,0
1.57,29.24,18.4,0.152,2.14,0.2,0
12.67,66.92,39.2,0.255,0.67,0.2,0
1.18,40.01,37.2,0.28,0.71,0.5,0
5.14,54.13,25.8,0.625,1.42,1.0,0
6.01,25.28,33.6,0.718,8.58,1.0,1
9.88,46.36,32.2,0.425,0.78,0.8,0
8.53,56.82,32.1,0.36,5.82,0.8,1
14.15,73.67,33.6,0.639,0.44,0.5,1
0.39,0.0,49.7,0.638,6.37,0.5,1
2.99,29.58,48.7,0.464,0.27,0.8,1
2.79,53.58,48.1,0.074,0.96,0.2,0
1.34,37.82,32.5,0.275,1.0,0.2,0
2.9,28.17,27.1,0.765,6.6,0.2,0
3.15,20.75,32.8,0.473,3.36,0.8,0
6.27,61.78,34.2,0.298,3.86,0.2,0
9.26,68.01,27.0,0.605,6.5,0.8,1
4.08,35.02,34.4,0.622,5.46,0.5,0
10.8,44.2,34.2,0.449,0.06,0.8,0
3.48,37.59,43.0,0.488,1.44,0.2,0
2.91,27.13,24.8,0.423,1.27,0.5,0
6.62,48.75,36.1,0.529,6.11,0.2,0
0.2,39.51,30.4,0.494,0.04,0.8,0
0.71,3.71,21.0,0.662,0.07,0.8,0
4.6,18.75,27.1,0.362,0.85,0.8,0
24.34,183.31,17.3,0.396,1.0,0.2,1
10.87,53.31,27.2,0.269,0.69,0.2,0
0.78,7.0,18.0,0.289,0.34,0.2,0
15.92,80.92,44.1,0.713,4.11,0.5,1
11.2,63.86,19.7,0.046,0.65,0.8,0
8.02,89.14,39.6,0.157,3.84,0.2,0
14.59,83.21,43.1,0.203,2.33,0.5,1
4.4,59.57,30.8,0.477,7.46,0.8,1
2.13,8.17,17.1,0.645,1.19,0.5,0
6.1,68.86,33.6,0.283,16.15,0.5,1
6.77,72.68,24.7,0.577,3.08,0.5,0
6.57,70.89,22.8,0.484,12.83,0.8,1
7.08,59.93,32.9,0.519,3.99,0.5,1
25.25,95.93,28.1,0.356,1.03,0.5,1
19.77,79.52,37.0,0.402,1.36,0.8,1
17.72,99.49,33.5,0.445,0.66,0.5,1
13.74,29.98,40.0,0.478,2.11,0.8,1
24.41,78.25,17.3,0.345,1.52,0.5,0
0.88,28.92,24.7,0.197,1.09,1.0,0
2.62,31.19,32.9,0.491,0.85,0.8,0
5.81,36.1,42.0,0.434,6.88,1.0,1
15.93,57.2,39.5,0.531,6.94,0.2,1
5.98,20.77,35.6,0.503,2.97,0.5,0
11.72,83.24,33.1,0.502,3.54,0.2,1
1.27,30.35,34.4,0.109,2.07,0.2,0
2.47,16.31,24.0,0.414,3.74,0.8,0
11.19,43.8,33.6,0.424,5.89,0.5,0
1.53,51.97,31.4,0.511,2.56,0.8,0
3.68,50.93,28.8,0.532,5.96,0.8,1
2.62,13.4,42.3,0.19,8.48,1.0,0
3.66,40.42,40.0,0.726,17.64,0.5,1
10.47,96.55,18.4,0.619,12.67,1.0,1
3.9,26.77,48.5,0.325,1.09,0.5,0
6.89,46.28,24.6,0.418,3.59,1.0,0
0.89,38.9,24.1,0.572,1.68,1.0,0
13.9,113.08,45.1,0.365,4.57,0.2,1
3.93,54.69,30.3,0.096,0.85,0.5,0
8.89,68.54,39.2,0.164,1.23,0.2,0
10.99,80.8,26.3,0.233,13.25,0.5,1
2.0,51.08,41.7,0.797,3.55,0.8,1
18.36,98.5,40.1,0.669,0.85,0.2,1
8.14,45.31,31.9,0.181,1.9,0.8,0
4.76,58.16,36.3,0.189,1.68,0.2,0
1.71,58.76,46.5,0.454,1.0,0.5,1
24.25,191.51,30.4,0.332,0.23,0.5,1
11.96,69.22,31.4,0.544,14.74,0.5,1
1.98,26.79,36.7,0.283,1.76,0.2,0
3.5,23.9,28.9,0.204,3.0,0.5,0
14.1,82.63,46.3,0.166,1.97,0.2,1
10.11,41.47,16.1,0.427,4.7,0.5,0
12.34,70.56,29.3,0.587,5.22,0.2,1
4.95,50.6,36.5,0.412,8.75,0.5,1
10.71,55.69,29.9,0.276,1.47,0.5,0
4.15,8.71,25.5,0.275,14.92,0.5,0
2.02,55.62,29.5,0.454,6.06,0.5,0
8.51,26.42,42.0,0.164,0.8,0.2,0
31.71,162.17,32.5,0.661,2.65,1.0,1
3.16,18.63,27.6,0.537,1.58,0.8,0
5.25,35.14,35.4,0.523,2.73,0.5,0
9.53,49.36,33.9,0.4,1.41,0.8,0
6.63,39.9,32.8,0.288,1.06,0.5,0
15.76,46.12,29.0,0.572,5.15,1.0,1
12.19,56.33,18.2,0.173,2.76,1.0,0
0.51,26.48,34.2,0.303,3.03,1.0,0
54.83,273.72,29.7,0.511,2.1,0.2,1
11.87,84.59,29.9,0.157,9.22,0.2,0
16.95,86.46,24.7,0.764,0.18,0.5,1
8.95,26.08,25.2,0.363,5.82,0.5,0
16.49,114.76,38.6,0.79,6.24,0.5,1
1.01,32.08,31.0,0.494,1.89,0.2,0
3.63,23.43,20.0,0.423,0.27,0.5,0
17.77,126.41,16.5,0.485,5.81,0.2,1
1.91,58.18,24.4,0.556,2.28,0.2,0
0.69,17.11,31.2,0.043,3.67,0.2,0
13.19,52.9,34.1,0.264,6.2,0.8,1
15.34,77.18,21.5,0.507,0.69,0.2,0
1.51,31.45,30.0,0.416,1.73,0.5,0
16.38,39.53,18.2,0.652,4.48,1.0,1
9.87,69.9,15.9,0.441,1.59,0.5,0
6.24,32.7,41.3,0.509,1.75,0.2,0
15.07,110.44,35.1,0.556,5.16,0.5,1
4.62,71.88,38.4,0.368,5.2,0.5,1
1.83,23.53,23.0,0.378,3.49,0.5,0
2.85,52.23,27.3,0.163,2.02,0.2,0
5.98,28.52,30.3,0.669,1.87,0.5,0
6.44,26.98,35.1,0.224,1.32,0.2,0
13.92,93.3,32.2,0.672,0.3,1.0,1
13.32,97.91,32.6,0.523,0.18,0.5,1
7.4,72.17,22.0,0.464,9.69,1.0,1
12.9,104.52,30.9,0.258,0.52,0.2,0
1.81,22.57,39.8,0.132,3.6,0.5,0
0.44,33.93,31.7,0.759,1.21,0.5,0
17.58,127.05,23.6,0.135,3.84,1.0,1
0.67,3.39,29.5,0.415,4.53,0.2,0
2.41,50.1,37.6,0.629,5.84,0.8,1
10.1,88.51,21.2,0.426,0.36,1.0,1
4.48,22.66,33.2,0.097,0.41,0.5,0
17.77,85.26,46.6,0.407,6.25,1.0,1
3.01,24.34,28.7,0.226,10.3,0.2,0
0.1,41.6,16.4,0.304,1.13,0.5,0
3.04,10.69,34.4,0.334,1.4,0.2,0
7.33,96.68,16.6,0.216,9.51,0.8,1
4.01,30.12,23.3,0.881,5.97,0.5,0
6.51,56.26,16.7,0.387,1.03,0.8,0
17.78,145.14,22.6,0.326,3.32,1.0,1
20.71,124.21,41.0,0.37,1.43,0.5,1
2.63,27.79,37.1,0.187,2.22,0.2,0
5.27,43.19,27.8,0.605,4.63,0.2,0
6.77,38.95,42.7,0.247,1.09,0.2,0
25.31,127.72,35.2,0.373,0.29,0.8,1
55.96,249.6,30.3,0.497,18.93,0.8,1
2.28,21.34,17.9,0.623,2.12,0.5,0
11.03,49.82,37.0,0.634,4.98,0.8,1
4.04,44.2,28.6,0.534,23.06,0.5,1
0.07,8.34,26.7,0.475,0.15,0.8,0
0.08,16.64,26.3,0.25,2.23,1.0,0
5.25,60.58,12.7,0.167,0.07,0.2,0
5.7,45.1,37.3,0.365,3.99,0.8,0
0.19,5.23,21.6,0.737,0.69,0.2,0
9.87,64.29,31.9,0.587,10.71,0.8,1
2.96,43.92,13.9,0.27,7.9,0.2,0
6.98,61.69,34.3,0.235,4.03,0.2,0
3.04,25.87,28.5,0.36,0.67,0.2,0
1.55,19.97,34.4,0.489,1.61,0.5,0
4.44,30.6,19.1,0.448,14.88,0.2,0
2.25,21.08,25.7,0.482,1.44,0.5,0
6.5,44.26,20.1,0.252,19.08,0.8,1
1.88,39.89,34.8,0.562,6.58,0.8,1
6.04,53.11,20.0,0.521,2.88,0.8,0
1.46,25.14,34.1,0.42,7.23,0.5,0
9.45,33.46,21.2,0.484,13.84,0.8,1
11.92,77.77,45.1,0.548,1.3,0.8,1
0.99,27.0,29.6,0.429,0.47,0.2,0
5.36,51.36,20.8,0.547,0.33,0.5,0
0.62,3.31,16.2,0.909,3.58,0.8,0
7.75,63.23,27.4,0.336,1.5,0.8,0
2.61,14.04,42.4,0.298,1.84,0.2,0
6.37,46.75,21.5,0.477,0.64,0.5,0
6.19,33.16,38.7,0.619,0.34,0.2,0
21.94,122.07,29.6,0.529,1.46,0.8,1
6.77,15.06,39.1,0.533,0.73,0.8,0
7.43,66.49,41.7,0.529,0.26,0.8,1
4.37,29.3,50.6,0.142,0.15,0.2,0
25.31,122.95,17.9,0.103,0.23,0.5,0
12.76,74.37,38.9,0.427,4.84,0.5,1
2.86,6.97,18.0,0.241,3.59,0.2,0
15.8,60.58,27.1,0.434,4.48,0.2,0
4.81,30.71,34.8,0.11,6.44,0.8,0
15.0,81.17,30.3,0.604,3.69,0.5,1
14.71,55.04,32.9,0.477,2.48,0.5,1
1.78,17.31,46.7,0.459,6.46,0.5,0
10.27,44.94,39.7,0.406,3.74,0.5,0
2.92,28.66,28.3,0.339,4.58,0.2,0
3.0,19.78,33.7,0.477,2.16,0.5,0
2.99,51.61,16.7,0.498,2.27,0.5,0
10.99,62.57,30.5,0.277,2.25,0.2,0
2.22,38.31,33.9,0.186,1.28,0.2,0
0.01,16.3,36.5,0.602,3.66,0.5,0
10.68,65.27,42.9,0.378,2.2,0.2,1
1.6,15.08,26.2,0.62,0.18,0.2,0
0.94,5.2,42.9,0.071,4.57,0.5,0
2.3,30.98,35.1,0.357,2.66,0.5,0
4.06,45.9,18.5,0.435,0.8,0.5,0
5.49,10.41,28.7,0.343,0.22,0.2,0
0.39,14.47,31.0,0.316,0.81,0.5,0
29.97,180.37,28.0,0.316,2.72,0.5,1
10.7,71.82,20.4,0.35,0.26,0.5,0
3.32,59.11,32.6,0.41,3.64,1.0,1
3.26,27.8,21.0,0.423,1.21,1.0,0
5.06,43.0,43.6,0.318,12.73,1.0,1
8.37,73.84,41.4,0.078,5.92,0.5,1
1.35,36.83,31.0,0.468,0.45,0.8,0
1.78,23.04,17.9,0.178,4.75,1.0,0
16.68,73.71,32.6,0.282,6.77,1.0,1
2.52,45.53,33.5,0.375,7.68,0.8,0
4.07,69.16,42.3,0.247,3.01,0.8,1
17.43,72.43,17.9,0.151,7.54,0.8,0
9.25,88.35,35.9,0.359,5.48,1.0,1
3.55,26.99,32.8,0.159,3.17,1.0,0
9.78,62.41,22.7,0.325,2.08,0.5,0
0.17,24.76,20.6,0.696,0.01,0.5,0
11.31,47.49,36.0,0.532,3.62,0.5,1
5.67,39.39,27.7,0.251,1.07,0.2,0
14.26,50.58,51.8,0.487,0.98,1.0,1
26.29,125.06,42.6,0.389,0.58,0.5,1
22.11,158.77,32.9,0.44,4.37,0.5,1
20.4,69.69,34.7,0.565,4.32,0.8,1
6.1,34.7,22.1,0.488,2.05,0.2,0
3.8,36.46,42.6,0.368,2.4,1.0,1
5.32,58.26,30.6,0.452,5.43,0.2,0
9.95,65.95,31.9,0.18,0.63,0.2,0
18.31,89.35,41.7,0.441,0.99,0.8,1
1.97,20.17,12.4,0.317,10.85,0.5,0
21.28,138.52,31.4,0.138,24.93,0.5,1
14.35,50.05,34.3,0.571,2.73,0.5,1
32.78,192.57,22.1,0.307,2.36,0.5,1
18.04,50.62,17.9,0.055,0.33,0.2,0
2.79,28.62,32.2,0.226,4.23,0.2,0
0.95,34.36,32.5,0.473,2.4,0.5,0
1.01,0.61,27.5,0.184,2.94,0.2,0
2.93,45.66,42.1,0.719,10.21,0.2,1
8.1,60.35,26.7,0.532,9.62,1.0,1
13.87,107.94,31.8,0.294,9.48,0.5,1
19.51,97.0,23.1,0.489,0.39,1.0,1
8.31,33.01,13.2,0.668,1.84,0.5,0
0.05,19.73,29.8,0.659,4.14,0.5,0
1.75,35.91,32.1,0.543,0.56,0.2,0
0.89,34.28,37.9,0.366,10.71,0.2,0
3.84,21.11,30.4,0.294,3.26,0.5,0
5.91,26.81,26.0,0.218,3.45,0.8,0
0.38,16.64,33.8,0.404,0.52,0.2,0
3.64,46.67,28.8,0.335,0.07,1.0,0
1.68,33.77,24.7,0.425,3.92,0.2,0
8.85,86.48,43.3,0.488,0.92,0.8,1
5.31,36.12,32.3,0.37,6.5,0.5,0
5.81,26.16,23.6,0.402,0.19,0.2,0
4.74,52.79,35.4,0.746,0.72,0.5,1
26.55,152.05,39.1,0.388,5.75,0.2,1
2.05,33.52,37.8,0.644,0.06,0.5,0
6.18,50.69,33.7,0.724,1.05,0.5,1
11.32,69.87,31.9,0.24,4.91,0.5,0
6.92,56.3,38.3,0.109,4.52,0.5,0
22.49,106.25,36.3,0.556,0.87,0.5,1
4.04,41.01,33.0,0.674,5.96,0.8,1
5.3,41.54,35.0,0.734,2.07,1.0,1
0.79,20.45,22.5,0.311,4.58,0.5,0
7.98,56.2,14.3,0.762,2.37,0.5,0
2.89,22.57,44.4,0.481,0.04,1.0,0
1.49,39.79,44.6,0.637,0.02,0.2,0
6.68,58.84,38.7,0.604,17.17,0.5,1
6.46,58.36,28.5,0.297,0.86,0.2,0
0.67,45.24,21.8,0.548,7.4,0.8,0
10.18,58.35,28.2,0.328,0.98,0.2,0
8.31,60.46,36.8,0.379,2.29,0.2,0
1.78,23.46,27.6,0.522,15.77,0.8,1
5.39,32.75,38.9,0.263,0.55,0.8,0
10.83,78.81,35.4,0.744,3.07,1.0,1
6.41,57.02,34.4,0.349,1.7,0.5,0
4.28,30.2,44.3,0.341,3.21,0.5,0
3.31,27.69,42.5,0.603,2.83,0.8,1
8.01,69.96,36.4,0.344,0.53,0.5,0
23.79,74.71,23.6,0.169,3.19,0.5,0
9.47,70.57,44.8,0.13,1.71,0.2,0
0.66,14.92,24.5,0.607,1.13,0.8,0
5.25,21.1,28.6,0.282,0.57,1.0,0
18.83,108.15,39.9,0.792,4.18,0.5,1
0.84,39.52,23.9,0.5,4.82,0.2,0
38.24,116.72,34.6,0.603,6.46,0.2,1
25.31,122.57,30.6,0.331,6.47,0.2,1
0.69,23.93,34.2,0.494,20.26,0.5,1
23.03,135.4,46.1,0.33,1.05,0.8,1
3.84,0.0,39.3,0.704,3.17,1.0,1
15.83,87.77,26.5,0.661,3.22,0.8,1
4.61,51.44,17.3,0.184,2.92,0.5,0
4.94,63.5,46.7,0.489,1.66,0.8,1
8.55,86.96,33.3,0.704,0.75,0.2,1
12.66,102.99,22.6,0.394,3.26,0.8,1
0.29,35.74,34.3,0.601,0.61,0.8,0
7.64,45.18,16.2,0.054,0.05,0.5,0
1.76,53.79,23.2,0.524,4.11,0.8,0
3.61,56.95,34.4,0.217,2.2,0.8,0
3.64,32.02,29.3,0.168,12.33,1.0,0
5.38,45.63,27.3,0.524,1.59,0.5,0
3.46,40.64,35.0,0.598,18.13,0.8,1
0.97,44.49,41.4,0.777,0.03,0.8,1
1.34,21.72,35.6,0.544,0.23,0.8,0
0.29,9.97,30.7,0.685,4.14,0.2,0
5.4,28.92,35.1,0.321,3.83,0.5,0
26.26,181.95,36.0,0.772,2.97,0.2,1
1.04,0.0,38.3,0.112,0.81,0.2,0
24.85,43.4,26.8,0.568,0.38,0.5,0
11.24,71.29,20.3,0.341,0.23,0.2,0
8.63,70.41,35.7,0.724,5.66,0.2,1
8.81,67.06,20.6,0.617,8.05,0.5,1
14.9,86.97,30.7,0.265,6.53,0.5,1
0.96,0.11,24.6,0.223,0.62,0.2,0
5.97,45.82,27.5,0.675,5.75,0.2,0
10.15,65.38,30.9,0.502,14.98,0.8,1
7.51,36.58,42.7,0.144,3.62,0.8,0
15.2,111.86,35.6,0.302,1.84,0.2,1
0.64,7.95,22.6,0.5,0.37,0.8,0
9.97,65.3,41.9,0.37,1.37,0.2,0
6.49,58.91,31.5,0.251,3.35,0.8,0
4.05,35.73,23.7,0.16,2.06,0.8,0
3.54,27.34,32.1,0.269,2.73,0.5,0
8.24,45.61,23.3,0.634,4.37,0.5,0
18.84,91.85,28.4,0.601,2.15,0.5,1
5.83,59.11,39.2,0.607,0.82,0.2,0
14.8,78.07,35.1,0.365,0.31,1.0,1
4.37,48.67,31.0,0.645,2.06,0.2,0
0.92,15.64,24.5,0.215,8.07,1.0,0
0.54,19.71,26.1,0.345,4.32,1.0,0
0.45,46.29,47.7,0.605,1.02,0.2,0
4.07,17.46,27.8,0.302,2.64,0.5,0
3.5,60.02,34.0,0.551,0.93,0.8,1
10.76,55.53,31.5,0.426,0.56,0.8,0
11.54,81.16,14.6,0.129,5.74,0.2,0
0.44,36.54,45.2,0.37,2.12,0.5,0
2.12,0.0,19.0,0.268,0.22,0.2,0
2.72,53.38,35.1,0.311,6.47,1.0,1
6.74,75.28,39.4,0.638,10.46,1.0,1
1.33,40.37,37.5,0.323,1.6,0.8,0
1.22,0.0,39.3,0.153,2.6,0.8,0
24.47,116.74,37.2,0.498,5.4,0.5,1
13.86,84.01,30.3,0.06,0.14,0.2,0
1.69,50.14,42.7,0.437,9.45,0.2,1
4.44,19.13,43.4,0.663,23.85,0.5,1
3.74,45.2,30.1,0.66,2.67,0.2,0
13.31,98.93,31.2,0.448,2.9,0.5,1
6.07,41.08,31.2,0.443,2.78,0.8,0
1.16,1.24,26.1,0.313,6.61,1.0,0
11.42,65.99,20.3,0.445,2.83,0.5,0
4.3,48.64,25.6,0.249,4.04,0.5,0
2.59,26.05,40.6,0.057,3.99,0.2,0
4.0,23.4,32.4,0.29,2.88,0.8,0
5.85,58.37,40.8,0.353,9.88,0.5,1
3.57,19.24,37.4,0.281,7.28,1.0,0
2.35,32.67,27.9,0.072,0.28,0.8,0
4.32,58.68,23.1,0.504,2.0,0.5,0
0.16,0.0,32.9,0.352,3.35,0.5,0
12.59,81.13,44.7,0.722,5.84,0.8,1
1.59,21.78,40.4,0.756,1.69,0.8,1
0.38,18.78,37.9,0.456,3.63,0.5,0
9.01,67.77,37.9,0.377,2.18,0.2,0
12.64,41.34,32.1,0.43,0.5,0.8,0
14.29,69.49,22.5,0.33,20.11,0.5,1
5.78,15.69,26.2,0.432,4.32,0.5,0
1.95,43.43,33.2,0.436,1.33,0.8,0
11.36,69.62,27.1,0.446,4.06,0.8,1
10.23,79.61,38.5,0.283,1.22,0.5,1
2.4,24.02,28.6,0.206,4.83,0.2,0
19.87,76.02,20.3,0.274,1.02,0.2,0
0.94,33.86,38.5,0.508,13.25,1.0,1
34.48,157.84,36.1,0.243,2.99,0.5,1
16.73,99.28,25.3,0.144,6.21,0.2,0
9.9,69.49,48.0,0.446,4.66,1.0,1
23.74,71.74,29.3,0.356,7.7,0.2,1
10.89,87.65,35.6,0.627,6.86,0.8,1
1.8,48.2,43.3,0.076,0.24,0.8,0
4.96,50.23,22.0,0.208,1.33,0.5,0
0.63,17.93,41.9,0.766,3.1,0.8,1
4.2,43.76,36.2,0.55,6.8,0.2,0
11.5,79.34,22.4,0.623,7.94,0.5,1
4.15,62.74,35.2,0.078,1.94,0.5,0
3.41,63.69,41.7,0.112,5.28,0.2,0
7.69,47.0,39.0,0.712,3.91,0.8,1
17.49,100.49,37.8,0.178,9.45,0.2,1
0.41,23.78,22.2,0.184,7.66,0.5,0
4.14,42.23,23.3,0.358,1.08,0.8,0
1.46,26.22,32.5,0.468,1.6,0.8,0
10.1,47.58,33.2,0.049,1.22,0.5,0
0.95,42.24,45.1,0.225,2.77,1.0,0
9.29,53.63,30.8,0.645,0.27,0.5,0
2.87,17.56,26.7,0.329,1.7,1.0,0
1.89,14.41,23.3,0.166,9.82,0.2,0
23.41,100.27,17.1,0.459,5.52,0.5,1
0.16,65.92,18.0,0.385,1.53,1.0,0
4.89,22.02,33.1,0.303,2.21,0.5,0
0.19,16.37,22.8,0.369,4.72,0.8,0
5.62,81.86,40.8,0.164,10.24,1.0,1
5.91,27.66,33.6,0.412,5.62,1.0,0
3.3,35.47,41.3,0.539,14.84,0.2,1
1.2,51.77,29.9,0.66,18.56,0.8,1
4.01,18.4,33.6,0.51,0.81,1.0,0
9.48,64.54,32.0,0.345,0.1,0.2,0
12.96,55.25,48.7,0.281,6.91,0.5,1
